EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.1619,0.069900,0.089800,0.012200,0.095800,0.014500,0.1011,0.002100,0.007200,1.7941,1.8143,0.002300,0.008500,0.037000,1.0128,0.2767,0.3985,0.014900,0.003700,0.3876,0.020200,0.000600,0.002100,0.004600,0.2184,0.001300,0.001000,0.001900,0.014000,0.042200,0.3610,0.2169,0.001500,0.021200,0.001400,0.001800,0.1311,0.015500,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,4,4,0,1,13,0,13,0,0,1,4,0,0,0,0,0,0,0,0.089895,0,27,0,0,0.2959,0.3858,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9736,10534.0938,5546.3828,6281.4453,0,16080.4766,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.3549,0.081000,0.059800,0.013200,0.1110,0.017000,0.1113,0.002900,0.009900,1.9171,1.9464,0.001600,0.009100,0.036400,0.6098,0.3955,0.5714,0.020700,0.006600,0.3316,0.028500,0.000800,0.092400,0.005400,0.2607,0.002300,0.001700,0.003000,0.019000,0.050600,0.3649,0.1137,0.001200,0.021300,0.001600,0.001400,0.1133,0.018400,0.000100,0,3.1530,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.098996,0,20,0,0,0.2802,0.3792,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4770,10533.0859,5546.4453,6281.4453,0,16079.5312,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1280,351,0,0.1421,0,0,0,0,0,0,0,0,0,0,0
,0.1760,0.078600,0.1066,0.032400,0.1304,0.016700,0.070000,0.002600,0.007300,1.7082,1.7301,0.001200,0.006200,0.033500,0.8912,0.2899,0.3814,0.014400,0.004100,0.4004,0.025400,0.000800,0.003100,6.4573,6.7037,0.001700,0.002700,0.004500,0.023700,0.052600,0.3862,0.2478,0.001900,0.028200,0.001500,0.002000,0.1238,0.015600,0.000200,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,4,4,0,0,13,0,13,0,0,1,4,0,0,0,0,0,0,0,0.1116,0,26,0,0,0.2967,0.4083,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7988,10535.4023,5546.4453,6281.4453,0,16081.8477,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,6.4508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.6061,0.072600,0.1157,0.015100,0.1060,0.017300,0.086000,0.002800,0.008600,2.0269,2.0519,0.002100,0.011000,0.036500,2.3345,0.3237,0.4511,0.020300,0.004400,0.2897,0.024000,0.000900,0.002200,0.005600,0.2989,0.001100,0.000900,0.001400,0.014300,0.042400,0.4587,0.2633,0.001500,0.024100,0.001700,0.001700,0.1137,0.013900,0.000200,0,1.7993,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,4,4,0,1,13,0,13,0,0,1,4,0,0,0,0,0,0,0,0.1088,0,23,0,0,0.3912,0.5000,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9216,10532.4453,5546.4453,6281.4453,0,16078.8906,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1554,0.079600,0.051300,0.017700,0.1004,0.016500,0.083900,0.003800,0.010300,1.9229,1.9504,0.001700,0.008000,0.033600,0.4439,0.2603,0.5369,0.013700,0.003800,0.4126,0.022000,0.000700,0.002500,0.004400,0.2286,0.001400,0.000900,0.002000,0.013500,0.047700,0.3700,0.084100,0.001500,0.019500,0.001400,0.001700,0.1078,0.014200,0.000100,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.090998,0,27,0,0,0.3183,0.4093,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2488,10533.1562,5546.4453,6281.4453,0,16079.6016,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1354,364,0,0.1601,0,0,0,0,0,0,0,0,0,0,0
,4.5757,0.082900,0.058100,0.017300,0.1201,0.017800,0.043700,0.002700,0.010700,1.8108,1.8389,0.001700,0.010300,0.052300,0.5319,0.3149,0.4274,0.018800,0.004200,0.3513,0.030500,0.000800,0.003100,0.005700,0.2659,0.002400,0.000900,0.002300,0.017400,0.055600,0.4907,0,0.001700,0.023900,0.001700,0.002000,0.1607,0.018100,0.000200,0,3.5475,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1241,0,26,0,0,0.4152,0.5393,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1510,10535.2734,5546.5078,6281.4453,0,16081.7812,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2001,0.080700,0.076300,0.013800,0.097000,0.016200,0.1198,0.003100,0.009500,1.7689,1.7942,0.001300,0.007700,0.033700,0.9387,0.2609,0.4291,0.012200,0.003200,0.3041,0.017400,0.000700,0.001800,0.003900,0.1789,0.001300,0.001100,0.001500,0.012000,0.044900,0.2961,0.2181,0.001600,0.021500,0.001500,0.001700,0.1051,0.016200,0.000100,0.087800,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,4,4,0,0,14,0,14,0,0,1,4,0,0,0,0,0,0,0,0.075795,0,21,0,0,0.2349,0.3107,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9286,10534.3828,5546.5078,6281.4453,0,16080.8906,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.9477,0.073900,0.079400,0.014800,0.1387,0.019300,0.039600,0.002600,0.011900,1.9111,1.9405,0.001500,0.008300,0.035000,0.5259,0.2562,0.4979,0.016800,0.004000,0.3846,0.031100,0.001400,0.094200,0.006400,0.3066,0.002300,0.001200,0.003000,0.021700,0.057700,0.5764,0.1057,0.001800,0.033900,0.001900,0.001700,0.1061,0.011200,0.000200,0,3.0020,0,0,0,0,0,55,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.1577,0,26,0,0,0.4528,0.6105,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1940,10530.0508,5546.5078,6281.4453,0,16076.5586,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1248,351,0,0.1380,0,0,0,0,0,0,0,0,0,0,0
,0.2063,0.071200,0.1014,0.014200,0.1401,0.018300,0.069700,0.002400,0.007200,2.0055,2.0282,0.002600,0.009900,0.041500,0.9511,0.3234,0.4841,0.018000,0.004300,0.4289,0.028800,0.001500,0.004700,6.4589,6.7407,0.002000,0.001200,0.006200,0.023200,0.051800,0.3773,0.3318,0.001900,0.026500,0.001700,0.001700,0.1229,0.014400,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,4,4,0,0,13,0,13,0,0,1,4,0,0,0,0,0,0,0,0.1186,0,21,0,0,0.2758,0.3944,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0728,10521.7305,5546.5703,6281.4453,0,16068.3008,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,6.4523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.5661,0.1284,0.2269,0.012600,0.1235,0.018100,0.069400,0.003000,0.009000,2.0556,2.0812,0.002100,0.008400,0.037900,2.3030,0.2502,0.4009,0.014500,0.003400,0.4992,0.037400,0.001100,0.003100,0.006700,0.3434,0.002600,0.001300,0.003800,0.021800,0.059500,0.5346,0.2303,0.002400,0.027500,0.001700,0.002300,0.1276,0.014500,0.000200,0,2.1620,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,4,4,0,0,13,0,13,0,0,1,4,0,0,0,0,0,0,0,0.1389,0,24,0,0,0.5564,0.6953,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0981,10521.5273,5546.5703,6281.4453,0,16068.0977,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1601,0.075000,0.079100,0.015300,0.1062,0.018500,0.074800,0.002300,0.007900,1.9174,1.9390,0.001700,0.006100,0.037100,0.5413,0.2910,0.3699,0.016000,0.003700,0.4271,0.023500,0.001000,0.003100,0.005500,0.2408,0.001800,0.001400,0.002300,0.014400,0.053600,0.5296,0.1074,0.005400,0.023100,0.002100,0.001800,0.1119,0.013400,0.000100,0,0,0,0,0,0,0,57,0,0,0,0,0,0,1,1,1,1,46,2,49,0,3,1,1,0,34,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0.1239,0,27,0,0,0.4685,0.5924,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8462,10520.7188,5546.5703,6281.4453,0,16067.2891,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1366,364,0,0.1867,2,0,0,0,0,0,0,0,0,0,0
,4.5011,0.077900,0.1105,0.011500,0.1049,0.018900,0.1097,0.001600,0.006400,1.8694,1.8875,0.001900,0.010900,0.040000,1.3607,0.3711,0.6143,0.020300,0.005800,0.3715,0.032500,0.000700,0.002400,0.005300,0.2538,0.002000,0.001200,0.002500,0.017600,0.049700,0.4755,0.2928,0.001200,0.022900,0.001800,0.001800,0.1263,0.014400,0.000100,0.079800,2.3933,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,46,2,49,0,3,4,4,0,1,14,0,14,0,0,2,4,0,0,0,0,0,0,0,0.1357,0,23,0,0,0.3672,0.5029,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6675,10520.8672,5546.5703,6281.4453,0,16067.4375,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1452,0.074700,0.070800,0.013500,0.1095,0.016800,0.038200,0.002500,0.008500,1.9800,2.0029,0.001500,0.008100,0.034400,0.4018,0.2671,0.4056,0.015600,0.003200,0.3385,0.020200,0.000700,0.002200,0.005600,1.1558,0.001800,0.001100,0.002700,0.016000,0.1213,0.5454,0.082700,0.001500,0.020900,0.001800,0.001800,0.1065,0.014300,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,46,2,49,0,5,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.1168,0,35,0,0,0.4873,0.6041,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5767,10521.4922,5546.6328,6281.4453,0,16068.1250,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.7176,0.069800,0.1082,0.011700,0.1674,0.014100,0.080600,0.002400,0.006700,1.8273,1.8475,0.001700,0.010700,0.045200,1.3233,0.3376,0.4847,0.016600,0.005500,0.2778,0.021200,0.000500,0.062800,0.004700,0.2078,0.001500,0.001500,0.001900,0.015300,0.042400,0.2842,0.3070,0.001500,0.021000,0.001200,0.001100,0.098000,0.011200,0.000100,0,2.8205,0,0,0,0,0,55,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,4,4,0,0,13,0,13,1,0,2,4,0,0,0,0,0,0,0,0.087302,0,13,0,0,0.2118,0.2991,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8127,10522.5273,5546.6328,6281.4453,0,16069.1602,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,1532,352,0,0.1767,0,0,0,0,0,0,0,0,0,0,0
,0.1656,0.083500,0.062300,0.014100,0.1468,0.018600,0.063000,0.002100,0.007400,1.5967,1.6191,0.001600,0.008700,0.035800,0.4085,0.2439,0.3978,0.015200,0.003600,0.3095,0.017900,0.000400,0.002200,6.3561,6.5649,0.001900,0.001400,0.004400,0.024200,0.051000,0.5069,0.092600,0.001900,0.024800,0.001300,0.001800,0.1070,0.011400,0.000200,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1593,0,33,0,0,0.3965,0.5558,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7627,10518.3750,5546.6328,6281.4453,0,16065.0078,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,6.3504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.4994,0.070800,0.091100,0.015200,0.1016,0.017100,0.084500,0.002400,0.007400,1.7452,1.7676,0.001400,0.007500,0.031600,2.0916,0.3159,0.4327,0.020800,0.003400,0.3309,0.020200,0.000900,0.002100,0.004400,0.1990,0.001700,0.001100,0.001500,0.014100,0.047200,0.3634,0.2576,0.002000,0.019700,0.001200,0.001600,0.1009,0.012800,0.000100,0,1.7463,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,4,4,0,1,13,0,13,0,0,2,4,0,0,0,0,0,0,0,0.086293,0,21,0,0,0.2992,0.3855,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8126,10514.9336,5546.6953,6281.4453,0,16061.6289,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1843,0.077200,0.042200,0.018700,0.1064,0.016900,0.041200,0.002300,0.008900,1.9296,1.9576,0.001100,0.007800,0.036700,0.7558,0.2632,0.5874,0.025200,0.005400,0.3888,0.019700,0.000600,0.001900,0.005800,0.2089,0.001300,0.001600,0.001900,0.015800,0.047400,0.3167,0,0.001500,0.017800,0.001400,0.001800,0.096500,0.013600,0.000700,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085603,0,23,0,0,0.2646,0.3502,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4124,10517.4258,5546.6953,6281.4453,0,16064.1211,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1336,364,0,0.1445,0,0,0,0,0,0,0,0,0,0,0
,3.4104,0.093400,0.069900,0.018200,0.1320,0.020600,0.1294,0.002700,0.008300,2.0024,2.0269,0.001800,0.008800,0.036800,1.0696,0.3699,0.5580,0.016900,0.004700,0.4764,0.038400,0.001100,0.003900,0.006600,0.3635,0.002300,0.001600,0.003400,0.024400,0.054600,0.5652,0.1076,0.001800,0.026100,0.001800,0.002300,0.1718,0.013600,0.000300,0.081700,1.5991,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,6,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0.1487,0,28,0,0,0.4720,0.6207,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7614,10505.3125,5546.6953,6281.4453,0,16052.0078,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0.1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1992,0.069900,0.088400,0.014800,0.1002,0.016100,0.035900,0.002400,0.009500,1.9702,1.9941,0.002000,0.008800,0.034000,1.3924,0.3468,0.6473,0.024600,0.005400,0.3586,0.022500,0.001100,0.003000,0.004900,0.2212,0.001000,0.001200,0.002300,0.016400,0.045500,0.3202,0.2345,0.001500,0.019400,0.001400,0.001800,0.3492,0.015200,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,4,4,0,2,13,0,13,0,0,0,4,0,0,0,0,0,0,0,0.077289,0,20,0,0,0.2616,0.3389,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1956,10509.4141,5546.6953,6281.4453,0,16056.1094,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0.1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.8718,0.084700,0.067300,0.013000,0.1265,0.019800,0.069200,0.002400,0.008400,1.7285,1.7529,0.001900,0.008400,0.040400,0.4402,0.2987,0.5232,0.015300,0.003500,0.3455,0.032800,0.000900,0.080100,0.006300,0.3007,0.001700,0.001200,0.003000,0.019900,0.056000,0.4842,0.1130,0.001800,0.042500,0.002100,0.002000,0.1112,0.012400,0.000100,0,2.7980,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.1291,0,27,0,0,0.3859,0.5150,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6676,10506.2305,5546.6953,6281.4453,0,16052.9258,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1324,351,0,0.1564,0,0,0,0,0,0,0,0,0,0,0
,0.1526,0.073800,0.079700,0.015100,0.1611,0.018700,0.089800,0.002500,0.006800,1.7991,1.8219,0.001400,0.008400,0.036900,0.7229,0.3023,0.6779,0.015900,0.004300,0.4500,0.045800,0.001000,0.002500,6.3394,6.6461,0.002100,0.001300,0.006300,0.034100,0.062800,0.3539,0.2431,0.001600,0.024800,0.001600,0.001700,0.1232,0.015400,0.000300,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,4,4,0,0,13,0,13,0,0,1,4,0,0,0,0,0,0,0,0.1213,0,22,0,0,0.2496,0.3709,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8078,10508.6680,5546.7578,6281.4453,0,16055.4258,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,6.3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
