EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/Pathfinding,Exclusive/GameThread/HandleRPC,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,3.3896,0.074300,0.2395,0.012000,0.1816,0.021500,0.1410,0.002100,0.010400,2.2207,2.2548,0.001900,0.015800,0.048000,2.6744,0.5287,0.5111,0.023800,0.008700,0.3357,0,0.4320,0.034200,0.000700,0.002300,0.007300,1.2151,0.002600,0.001900,0.003800,0.032000,0.053300,0.8406,0.001500,0.025700,0.001400,0.001900,0.1378,0.017900,0.000200,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,16,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.2086,0,33,0,0,0.7360,0.9446,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1494,4750.1523,5567.4570,6284.2969,0,10317.6094,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.082000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1819,0.1224,0.1428,0.024900,0.1812,0.026500,0.1719,0.002400,0.009600,2.0198,2.0474,0.001700,0.009300,0.037800,0.9228,0.3352,0.4233,0.017300,0.005200,0.1802,0,0.4492,0.030700,0.000800,0.082700,7.8742,8.1448,0.002800,0.001100,0.007100,0.035500,0.077000,0.6260,0.002800,0.037500,0.002500,0.003400,0.1994,0.021700,0.000200,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0.1930,0,17,0,0,0.5065,0.6995,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0265,4744.4336,5567.4570,6284.2969,0,10311.8906,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0.096800,7.8684,0,2412,368,0,0.3005,0,0,0,0,0,0,0,0
,4.6329,0.093800,0.2236,0.043100,0.1354,0.018600,0.1008,0.003200,0.012800,2.3905,2.4259,0.001500,0.011100,0.036800,2.8120,0.2896,0.4062,0.018600,0.007300,0.3102,1.0353,0.3647,0.030100,0.000700,0.002600,0.004500,0.2228,0.001500,0.000800,0.002100,0.016600,0.051800,0.6622,0.001500,0.024100,0.001400,0.001900,0.1139,0.017000,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,2,26,0,26,0,0,1,6,0,0,0,0,0,0,0,0.1525,0,29,0,0,0.5828,0.7353,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2135,4735.6719,5567.5195,6284.2969,0,10303.1914,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1832,0.073700,0.1082,0.014900,0.1247,0.016800,0.075600,0.002000,0.009000,1.9040,1.9285,0.002300,0.012300,0.049600,1.6264,0.4142,0.7290,0.019500,0.005900,0.1533,0,0.4502,0.027900,0.000800,0.002800,0.005000,0.2814,0.001500,0.001100,0.002800,0.018400,0.062200,0.6483,0.002100,0.026500,0.001400,0.002000,0.4812,0.013300,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.1472,0,25,0,0,0.5808,0.7280,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8940,4730.8867,5567.5195,6284.2969,0,10298.4062,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6.7485,0.091400,0.2064,0.017300,0.1198,0.018700,0.1233,0.003400,0.011800,2.2567,2.2900,0.001600,0.010700,0.043100,1.0966,0.3037,0.5536,0.039600,0.009700,0.1222,5.2262,0.4302,0.030500,0.001100,0.004100,0.005300,0.2798,0.001200,0.001000,0.002500,0.016600,0.054200,1.1163,0.005200,0.021200,0.001100,0.001600,0.1045,0.012300,0.000100,0,0,0,0,0,64,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,68,8,0,0,1,0,2,2,0,0,0,0,0,0,0,0.2438,0,27,0,0,1.0540,1.2978,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8277,4722.0117,5567.5195,6284.2969,0,10289.5312,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,2016,360,0,0.1461,2,0,0,0,0,0,0,0
,0.1589,0.087200,0.1891,0.017300,0.1246,0.020500,0.1474,0.002800,0.009900,1.8295,1.8553,0.001600,0.008700,0.039600,1.5415,0.2797,0.3816,0.015800,0.006000,0.2860,0,0.4511,0.031000,0.000900,0.003200,0.005200,0.2471,0.001700,0.001100,0.003200,0.020000,0.063800,0.6813,0.001900,0.028000,0.001600,0.001800,0.1367,0.016900,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,8,3,3,0,1,28,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1568,0,21,0,0,0.5932,0.7500,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4273,4716.1406,5567.5195,6284.2969,0,10283.6602,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.074700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0614,0.082900,0.1182,0.012900,0.1191,0.023200,0.073400,0.002700,0.006600,1.4919,1.5128,0.000900,0.007200,0.037800,1.4838,0.3531,0.4185,0.015600,0.004200,0.1267,3.5120,0.4389,0.042900,0.000600,0.005100,0.005700,0.2819,0.001600,0.001200,0.003400,0.025700,0.066400,0.9610,0.001900,0.028300,0.001100,0.002300,0.1544,0.019500,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,50,2,100,0,10,1,1,0,4,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0.3227,0,30,0,0,0.7322,1.0549,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5016,4711.3438,5567.5820,6284.2969,0,10278.9258,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1899,0.094000,0.2139,0.016000,0.1468,0.020500,0.086700,0.002700,0.010300,1.9365,1.9647,0.001900,0.009500,0.040600,1.9018,0.3230,0.4436,0.018000,0.005400,0.2969,0,0.5305,0.038900,0.001000,0.091900,6.8506,7.1280,0.001700,0.001100,0.005100,0.025000,0.1286,0.6527,0.001800,0.026000,0.001400,0.002000,0.1680,0.015500,0.000200,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,0,1,50,2,100,0,10,3,3,0,2,26,0,26,1,0,1,6,0,0,0,0,0,0,0,0.1649,0,24,0,0,0.5570,0.7219,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1893,4744.3125,5567.5820,6284.2969,0,10311.8945,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,6.8441,0,2794,395,0,0.2309,0,0,0,0,0,0,0,0
,5.7587,0.080400,0.2203,0.014300,0.1122,0.018100,0.1098,0.002100,0.007900,2.0350,2.0567,0.001300,0.007600,0.037400,2.6328,0.3251,0.3818,0.016400,0.006900,0.3447,2.4076,0.3785,0.030300,0.000800,0.002600,0.004700,0.2372,0.001400,0.000700,0.002600,0.020700,0.2348,0.7059,0.002500,0.029700,0.001200,0.002000,0.1340,0.018200,0.000300,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,9,3,3,0,0,27,0,27,1,0,2,6,0,0,0,0,0,0,0,0.1670,0,29.5000,0,0,0.6226,0.7896,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3825,4821.4688,5567.5820,6284.2969,0,10389.0508,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.066000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2079,0.079100,0.070400,0.016100,0.1206,0.017800,0.078200,0.002500,0.011500,1.9513,1.9794,0.001900,0.009900,0.044800,1.6541,0.3397,0.5829,0.030000,0.005400,0.086000,0,0.3981,0.026500,0.000800,0.002600,0.004500,0.2444,0.001500,0.000700,0.002600,0.017300,0.1061,0.4160,0.001300,0.021000,0.001300,0.001300,0.1043,0.013500,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,49,3,100,0,7,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.1090,0,20,0,0,0.3619,0.4709,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9663,4898.3594,5567.6445,6284.2969,0,10466.0039,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2606,0.080100,0.3014,0.011000,0.1239,0.017700,0.079100,0.002300,0.008700,1.6919,1.7159,0.002000,0.010200,0.051100,1.0207,0.2716,0.4017,0.018800,0.004400,0.1195,3.9653,0.5006,0.043800,0.001100,0.003800,0.005600,0.3263,0.002500,0.004500,0.003800,0.026000,0.062500,1.0022,0.001700,0.030100,0.001600,0.002000,0.1561,0.016200,0.000200,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,0,1,48,4,98,0,6,1,1,0,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.2419,0,28,0,0,1.0348,1.2767,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9478,5019.7500,5567.6445,6284.2969,0,10587.3945,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1593,0.076300,0.1824,0.016400,0.1088,0.018300,0.1240,0.002200,0.008200,1.9242,1.9474,0.001500,0.007200,0.040200,1.4875,0.2937,0.4016,0.016500,0.005200,0.2981,0,0.5190,0.037000,0.000800,0.003800,0.005300,0.2581,0.002900,0.001200,0.002800,0.018200,0.059100,0.6236,0.001800,0.029100,0.001600,0.002100,0.1100,0.013300,0.000200,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,2,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1729,0,24.5000,0,0,0.5197,0.6926,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6884,5135.1641,5567.6445,6284.2969,0,10702.8086,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.077500,0,0,2689,463,0,0.1843,0,0,0,0,0,0,0,0
,4.2757,0.075500,0.087200,0.015200,0.1307,0.023100,0.075600,0.002100,0.008600,2.1305,2.1562,0.002500,0.012800,0.055100,1.5020,0.3949,0.4713,0.019800,0.005100,0.094300,2.6377,0.3848,0.035800,0.000900,0.003100,0.006600,0.2894,0.002000,0.001000,0.002900,0.023300,0.063400,0.6143,0.002400,0.030700,0.001600,0.001900,0.1342,0.015200,0.000300,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1787,0,24,0,0,0.5033,0.6820,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0403,5232.5195,5567.6445,6284.2969,0,10800.1641,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1863,0.094700,0.2216,0.013300,0.3552,0.022200,0.084400,0.002600,0.009000,1.6218,1.6461,0.001900,0.008400,0.035900,1.9272,0.4195,0.5945,0.017800,0.009500,0.3446,0,0.4039,0.027700,0.000600,0.066000,6.7934,7.1174,0.002800,0.000900,0.006600,0.027400,0.078100,0.5727,0.002500,0.028700,0.001400,0.002100,0.1425,0.016200,0.000300,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,2,3,0,0,26,0,26,1,0,1,5,0,0,0,0,0,0,0,0.1697,0,19,0,0,0.4506,0.6203,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3728,5333.2773,5567.7070,6284.2969,0,10900.9844,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,6.7868,0,1785,291,0,0.2394,0,0,0,0,0,0,0,0
,3.3848,0.061800,0.2076,0.013300,0.1034,0.017400,0.099700,0.002200,0.008600,1.9366,1.9602,0.002000,0.011000,0.052600,3.3649,0.4136,0.4323,0.018500,0.006500,0.2842,0,0.3061,0.029200,0.000700,0.002400,0.004600,0.2084,0.001600,0.001200,0.002700,0.017700,0.052300,0.8502,0.001400,0.029100,0.001400,0.001900,0.1106,0.011000,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,2,27,0,27,0,0,1,6,0,0,0,0,0,0,0,0.1853,0,27.5000,0,0,0.7570,0.9423,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4317,5377.2305,5567.7070,6284.2969,0,10944.9375,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.076400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1938,0.072300,0.085400,0.012700,0.1374,0.018500,0.1019,0.002600,0.011000,1.9481,1.9766,0.001900,0.010200,0.046300,0.8867,0.2832,0.3684,0.014700,0.004200,0.1165,0,0.4794,0.026100,0.000700,0.002400,0.004700,0.2940,0.001700,0.000800,0.002900,0.018800,0.048600,0.5481,0.001300,0.020500,0.001400,0.001600,0.1010,0.011800,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1291,0,26,0,0,0.4864,0.6155,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2754,5432.5781,5567.7070,6284.2969,0,11000.2852,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.2651,0.068500,0.1544,0.009700,0.1176,0.015900,0.033200,0.001900,0.009500,1.3485,1.3718,0.001100,0.040800,0.034300,0.8846,0.2871,0.3322,0.016500,0.003800,0.1044,2.0023,0.2939,0.027400,0.000600,0.002100,0.005300,1.2151,0.001400,0.000900,0.003500,0.020000,0.048800,0.7050,0.001500,0.023000,0.001300,0.001800,0.1256,0.014200,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,0,0,48,4,96,0,6,1,1,0,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.1602,0,35,0,0,0.6802,0.8404,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5746,5514.0547,5567.7695,6284.2969,0,11081.8242,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1998,0.070800,0.1919,0.014100,0.1048,0.015800,0.078500,0.002400,0.007700,1.9880,2.0106,0.002100,0.009700,0.044700,2.3216,0.3275,0.3987,0.014500,0.005700,0.2621,0,0.4847,0.028200,0.000800,0.002200,0.004300,0.2051,0.001400,0.000800,0.003000,0.017000,0.054500,0.6816,0.001600,0.022800,0.001300,0.001800,0.1058,0.014900,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,7,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1433,0,27.5000,0,0,0.6207,0.7640,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6807,5594.5234,5567.7695,6284.2969,0,11162.2930,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,2847,463,0,0.2019,0,0,0,0,0,0,0,0
,4.5251,0.082500,0.090500,0.016400,0.1116,0.018600,0.1340,0.003000,0.012100,1.9922,2.0213,0.001600,0.007200,0.038300,1.7950,0.2804,0.2174,0.014100,0.003900,0.1125,2.5569,0.3473,0.028800,0.000900,0.003200,0.004800,0.2540,0.001500,0.001000,0.003000,0.019200,0.054400,0.5321,0.001700,0.022500,0.001400,0.001500,0.1110,0.013900,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,12,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0.1239,0,21,0,0,0.4794,0.6033,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5030,5677.5898,5567.7695,6284.2969,0,11245.3594,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.088700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1732,0.067500,0.2582,0.009300,0.1293,0.016400,0.033800,0.002800,0.013200,1.4976,1.5294,0.002100,0.009900,0.038700,3.0997,0.2657,0.1827,0.015300,0.005700,0.3057,0,0.4773,0.025200,0.000600,0.065900,7.1433,7.3641,0.001800,0.000900,0.005200,0.025500,0.050000,0.9399,0.004900,0.023000,0.001200,0.001400,0.1081,0.013700,0.000200,0,0,0,0,0,64,0,0,26,0,0,0,0,2,2,0,0,50,2,100,0,6,4,4,0,70,34,0,26,1,0,0,8,0,0,0,0,0,0,0,0.2050,0,33,1.8486,0,0.9962,1.2012,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0599,5716.0742,5567.8320,6284.2969,0,11283.9062,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,7.0081,0,1927,291,0,0.1732,2,0,0,0,0,0,0,0
,4.2219,0.089600,0.1936,0.014000,0.1250,0.020700,0.1235,0.002400,0.009500,1.6156,1.6415,0.001800,0.009800,0.040200,5.0642,0.2951,0.1755,0.014700,0.007400,0.3771,0,0.5240,0.035800,0.000900,0.002900,0.005900,0.2640,0.002000,0.000900,0.002700,0.021000,0.074100,0.5816,0.002900,0.031200,0.001400,0.002400,0.1730,0.020700,0.000500,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,6,3,3,0,0,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1625,0,23,0,0,0.4874,0.6499,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3548,5713.7734,5567.8320,6284.2969,0,11281.6055,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.087100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1564,0.075000,0.1329,0.014600,0.1097,0.016800,0.089100,0.002200,0.007800,1.7467,1.7700,0.001600,0.008900,0.038100,1.3934,0.2799,0.1745,0.013400,0.003700,0.1083,0,0.5815,0.028000,0.000800,0.002800,0.004800,0.2279,0.001400,0.000800,0.002400,0.018500,0.1251,0.5610,0.001700,0.022300,0.001400,0.001800,0.1112,0.016700,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,2,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1260,0,21.5000,0,0,0.5461,0.6721,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4616,5713.0273,5567.8320,6284.2969,0,11280.8594,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
